	category_1	city_1	category_2	city_2	category_3	city_3	category_4	city_4	category_5	city_5
545	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
546	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
547	Tourism Attractions/ Sites	Khobar								
548	Accommodation	Dammam								
549	Tourism Attractions/ Sites	Tanomah								
550	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
551	Tourism Attractions/ Sites	Umluj								
552	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
553	Tourism Attractions/ Sites	Al Baha								
554	Tourism Attractions/ Sites	Al Ahsa								
555	Accommodation	Makkah								
556	Tourism Attractions/ Sites	Tabuk								
557	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
558	Tourism Attractions/ Sites	Abha								
559	Tourism Attractions/ Sites	Taif								
560	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
561	Tourism Attractions/ Sites	Madinah								
562	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
563	Retail	Riyadh								
564	Tourism Attractions/ Sites	Al Baha								
565	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
566	Tourism Attractions/ Sites	Taif								
567	Tourism Attractions/ Sites	Al Ahsa								
568	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
569	Accommodation	Makkah								
570	Tourism Attractions/ Sites	Abha								
571	Tourism Attractions/ Sites	Al Namas								
572	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
573	Retail	Jeddah								
574	Tourism Attractions/ Sites	Taif								
575	Tourism Attractions/ Sites	Khobar								
576	Accommodation	Khobar	Tourism Attractions/ Sites	Khobar						
577	Accommodation	Jeddah								
578	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
579	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
580	Tourism Attractions/ Sites	Madinah								
581	Religious	Makkah								
582	Tourism Attractions/ Sites	Madinah								
583	Tourism Attractions/ Sites	Yanbu								
584	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
585	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
586	Tourism Attractions/ Sites	Taif								
587	Tourism Attractions/ Sites	Khobar								
588	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
589	Food & Beverage	Tabuk								
590	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
591	Accommodation	Jeddah								
592	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
593	Tourism Attractions/ Sites	Tanomah								
594	Tourism Attractions/ Sites	Abha								
595	Accommodation	Madinah								
596	Accommodation	Dammam								
597	Accommodation	Dammam								
598	Tourism Attractions/ Sites	KAEC								
599	Retail	Jizan								
600	Tourism Attractions/ Sites	Sakaka / AlJouf								
601	Food & Beverage	Riyadh								
602	Tourism Attractions/ Sites	Umluj								
603	Tourism Attractions/ Sites	Taif								
604	Tourism Attractions/ Sites	Umluj								
605	Tourism Attractions/ Sites	Al Ahsa								
606	Food & Beverage	Riyadh								
607	Tourism Attractions/ Sites	Madinah								
608	Tourism Attractions/ Sites	Sakaka / AlJouf								
609	Tourism Attractions/ Sites	Tanomah								
610	Retail	Jeddah								
611	Accommodation	Jeddah								
612	Accommodation	Jeddah								
613	Tourism Attractions/ Sites	Abha								
614	Retail	Dammam								
615	Accommodation	Taif								
616	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
617	Accommodation	Madinah								
618	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
619	Tourism Attractions/ Sites	Taif								
620	Tourism Attractions/ Sites	Taif								
621	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
622	Tourism Attractions/ Sites	Al Baha								
623	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
624	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
625	Accommodation	Taif								
626	Accommodation	Taif								
627	Tourism Attractions/ Sites	Madinah								
628	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
629	Tourism Attractions/ Sites	Tabuk								
630	Tourism Attractions/ Sites	Jizan								
631	Tourism Attractions/ Sites	Al Baha								
632	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
633	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
634	Tourism Attractions/ Sites	Madinah								
635	Tourism Attractions/ Sites	Al Namas								
636	Accommodation	Makkah								
637	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
638	Tourism Attractions/ Sites	Yanbu								
639	Tourism Attractions/ Sites	Madinah								
640	Accommodation	Makkah								
641	Food & Beverage	Tabuk								
642	Tourism Attractions/ Sites	Taif								
643	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
644	Tourism Attractions/ Sites	Taif								
645	Accommodation	Riyadh	Food & Beverage	Riyadh						
646	Tourism Attractions/ Sites	Makkah								
647	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
648	Accommodation	Makkah								
649	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
650	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
651	Accommodation	Jeddah								
652	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
653	Tourism Attractions/ Sites	Madinah								
654	Tourism Attractions/ Sites	Sakaka / AlJouf								
655	Tourism Attractions/ Sites	Madinah								
656	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
657	Accommodation	Dammam								
658	Tourism Attractions/ Sites	Al Baha								
659	Retail	Dammam								
660	Tourism Attractions/ Sites	Taif								
661	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
662	Tourism Attractions/ Sites	Madinah								
663	Tourism Attractions/ Sites	Al Ahsa								
664	Accommodation	Jizan								
665	Tourism Attractions/ Sites	Taif								
666	Tourism Attractions/ Sites	Umluj								
667	Accommodation	Madinah								
668	Tourism Attractions/ Sites	Tanomah								
669	Tourism Attractions/ Sites	Al Ahsa								
670	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
671	Tourism Attractions/ Sites	Madinah								
672	Tourism Attractions/ Sites	Jizan								
673	Tourism Attractions/ Sites	Madinah								
674	Accommodation	Madinah								
675	Tourism Attractions/ Sites	Al Namas								
676	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
677	Tourism Attractions/ Sites	Yanbu								
678	Tourism Attractions/ Sites	Yanbu								
679	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
680	Tourism Attractions/ Sites	KAEC								
681	Tourism Attractions/ Sites	Al Baha								
682	Tourism Attractions/ Sites	Tanomah								
683	Accommodation	Yanbu								
684	Tourism Attractions/ Sites	Tabuk								
685	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif	Retail	Jeddah				
686	Tourism Attractions/ Sites	Taif								
687	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
688	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
689	Tourism Attractions/ Sites	Makkah								
690	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
691	Tourism Attractions/ Sites	Tabuk								
692	Tourism Attractions/ Sites	Al Namas								
693	Tourism Attractions/ Sites	Tanomah								
694	Retail	Jizan								
695	Tourism Attractions/ Sites	Al Ahsa								
696	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
697	Tourism Attractions/ Sites	Al Ahsa								
698	Tourism Attractions/ Sites	Madinah								
699	Tourism Attractions/ Sites	Al Baha								
700	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
701	Tourism Attractions/ Sites	Umluj								
702	Retail	Dammam								
703	Tourism Attractions/ Sites	Jizan								
704	Tourism Attractions/ Sites	Yanbu								
705	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
706	Accommodation	Makkah								
707	Tourism Attractions/ Sites	Tabuk								
708	Tourism Attractions/ Sites	Madinah								
709	Tourism Attractions/ Sites	Tanomah								
710	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
711	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
712	Tourism Attractions/ Sites	Umluj								
713	Tourism Attractions/ Sites	Yanbu								
714	Tourism Attractions/ Sites	Jizan								
715	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
716	Tourism Attractions/ Sites	Al Ahsa								
717	Tourism Attractions/ Sites	Khobar								
718	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
719	Accommodation	Makkah								
720	Accommodation	Makkah								
721	Tourism Attractions/ Sites	Tabuk								
722	Tourism Attractions/ Sites	Yanbu								
723	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
724	Tourism Attractions/ Sites	Madinah								
725	Tourism Attractions/ Sites	Taif								
726	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
727	Tourism Attractions/ Sites	Taif								
728	Accommodation	Makkah								
729	Accommodation	Dammam								
730	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
731	Tourism Attractions/ Sites	Tanomah								
732	Retail	Jeddah								
733	Tourism Attractions/ Sites	Tabuk								
734	Tourism Attractions/ Sites	Madinah								
735	Tourism Attractions/ Sites	Al Namas								
736	Accommodation	Makkah								
737	Tourism Attractions/ Sites	Umluj								
738	Accommodation	Makkah								
739	Tourism Attractions/ Sites	Madinah								
740	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
741	Tourism Attractions/ Sites	Umluj								
742	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
743	Tourism Attractions/ Sites	Taif								
744	Food & Beverage	Riyadh								
745	Tourism Attractions/ Sites	Yanbu								
746	Accommodation	Makkah								
747	Tourism Attractions/ Sites	Sakaka / AlJouf								
748	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
749	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
750	Accommodation	Dammam								
751	Tourism Attractions/ Sites	Al Baha								
752	Tourism Attractions/ Sites	Yanbu								
753	Tourism Attractions/ Sites	Madinah								
754	Tourism Attractions/ Sites	Abha								
755	Tourism Attractions/ Sites	Madinah								
756	Tourism Attractions/ Sites	Tanomah								
757	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
758	Tourism Attractions/ Sites	Sakaka / AlJouf								
759	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
760	Accommodation	Makkah								
761	Tourism Attractions/ Sites	Taif								
762	Tourism Attractions/ Sites	Jizan								
763	Tourism Attractions/ Sites	Makkah								
764	Retail	Jeddah								
765	Accommodation	Riyadh								
766	Accommodation	Riyadh								
767	Tourism Attractions/ Sites	Tabuk								
768	Tourism Attractions/ Sites	Umluj								
769	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
770	Accommodation	Madinah								
771	Accommodation	Madinah								
772	Food & Beverage	Tabuk								
773	Tourism Attractions/ Sites	Al Baha								
774	Tourism Attractions/ Sites	Taif								
775	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
776	Retail	Jeddah								
777	Tourism Attractions/ Sites	Khobar								
778	Tourism Attractions/ Sites	Taif								
779	Food & Beverage	Jeddah								
780	Accommodation	Khobar	Tourism Attractions/ Sites	Khobar						
781	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
782	Tourism Attractions/ Sites	Yanbu								
783	Tourism Attractions/ Sites	Madinah								
784	Tourism Attractions/ Sites	Taif								
785	Food & Beverage	Khobar								
786	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
787	Accommodation	Jeddah								
788	Accommodation	Dammam	Accommodation	Makkah						
789	Accommodation	Qassim								
790	Food & Beverage	Jeddah								
791	Accommodation	Makkah								
792	Tourism Attractions/ Sites	Umluj								
793	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
794	Tourism Attractions/ Sites	Al Baha								
795	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
796	Tourism Attractions/ Sites	Madinah								
797	Accommodation	Makkah								
798	Tourism Attractions/ Sites	Tanomah								
799	Tourism Attractions/ Sites	Taif								
800	Tourism Attractions/ Sites	Madinah								
801	Tourism Attractions/ Sites	Abha								
802	Accommodation	Abha								
803	Tourism Attractions/ Sites	Jizan								
804	Tourism Attractions/ Sites	Yanbu								
805	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
806	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
807	Accommodation	Madinah								
808	Tourism Attractions/ Sites	Taif								
809	Tourism Attractions/ Sites	Yanbu								
810	Accommodation	Dammam								
811	Tourism Attractions/ Sites	Tanomah								
812	Tourism Attractions/ Sites	Tabuk								
813	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
814	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
815	Tourism Attractions/ Sites	Taif								
816	Tourism Attractions/ Sites	Khobar								
817	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
818	Accommodation	Makkah								
819	Tourism Attractions/ Sites	Sakaka / AlJouf								
822	Food & Beverage	Riyadh								
823	Accommodation	Riyadh	Food & Beverage	Riyadh						
824	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
825	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
826	Retail	Jizan	Tourism Attractions/ Sites	Jizan						
827	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
828	Tourism Attractions/ Sites	Al Ahsa								
829	Food & Beverage	Jeddah								
830	Retail	Jeddah								
831	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
832	Tourism Attractions/ Sites	Yanbu								
833	Tourism Attractions/ Sites	Madinah								
834	Tourism Attractions/ Sites	Taif								
835	Accommodation	Jeddah								
836	Tourism Attractions/ Sites	Al Baha								
837	Accommodation	Jeddah								
838	Tourism Attractions/ Sites	Al Ahsa								
839	Tourism Attractions/ Sites	Al Ahsa								
840	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
841	Accommodation	Makkah								
842	Tourism Attractions/ Sites	Taif								
843	Tourism Attractions/ Sites	Tanomah								
844	Food & Beverage	Khobar								
845	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
846	Food & Beverage	Riyadh								
847	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
848	Tourism Attractions/ Sites	Taif								
849	Tourism Attractions/ Sites	Tabuk								
850	Accommodation	Riyadh								
851	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
852	Tourism Attractions/ Sites	Yanbu								
853	Tourism Attractions/ Sites	Sakaka / AlJouf								
854	Tourism Attractions/ Sites	Al Namas								
855	Tourism Attractions/ Sites	Taif								
856	Food & Beverage	Riyadh								
857	Tourism Attractions/ Sites	Abha								
858	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
859	Accommodation	Jeddah								
860	Accommodation	Jeddah								
861	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
862	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
863	Tourism Attractions/ Sites	Tanomah								
864	Tourism Attractions/ Sites	Khobar								
865	Accommodation	Dammam								
866	Tourism Attractions/ Sites	KAEC								
867	Tourism Attractions/ Sites	Taif								
868	Accommodation	Makkah								
869	Tourism Attractions/ Sites	Umluj								
870	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
871	Accommodation	Makkah								
872	Tourism Attractions/ Sites	Abha								
873	Accommodation	Riyadh	Food & Beverage	Riyadh						
874	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
875	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
876	Food & Beverage	Tabuk								
877	Tourism Attractions/ Sites	Khobar								
878	Religious	Makkah								
879	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
880	Accommodation	Dammam								
881	Tourism Attractions/ Sites	Khobar								
882	Tourism Attractions/ Sites	Madinah								
883	Tourism Attractions/ Sites	Umluj								
884	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
885	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
886	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
887	Tourism Attractions/ Sites	Yanbu								
888	Tourism Attractions/ Sites	Al Baha								
889	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
890	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
891	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
